type,question,options,answer,tone,difficulty
DATE,What is the date of the next team meeting? Provide a date.,['Date'],The next team meeting will be on Friday,verbose,short
DATE,What is the date of your last prescription refill? Provide a date.,['Date'],I had my last prescription refill on July 1 2001,colloquial,short
DATE,What is the date of your last purchase? Provide a date.,['Date'],I bought a new car on April 1 2002,verbose,short
DATE,What is the date of your last purchase? Provide a date.,['Date'],I bought a new car on January 1998,concise,short
DATE,What is the date of your last purchase? Provide a date.,['Date'],I bought a new car on March 1 2002,colloquial,short
DATE,What is the date of your last purchase? Provide a date.,['Date'],I bought a new car on March 31 2000,explanatory,short
DATE,What is the date of your last purchase? Provide a date.,['Date'],I bought a new car on January 1st,annoyed,short
DATE,What is the date of your next appointment? Provide a date.,['Date'],Im going to be at the office on Friday,verbose,short
DATE,What is the date of your next appointment? Provide a date.,['Date'],Ill be there on Friday,concise,short
DATE,What is the date of your next appointment? Provide a date.,['Date'],Ill be at work on Friday,colloquial,short
DATE,What is the date of your next appointment? Provide a date.,['Date'],Ill be there on Friday,explanatory,short
DATE,What is the date of your next appointment? Provide a date.,['Date'],Ill be there on Friday,annoyed,short
DATE,What is the date of your next blood test? Provide a date.,['Date'],I will be able to get a blood test on Friday,verbose,short
DATE,What is the date of your next blood test? Provide a date.,['Date'],The next blood test will be on Monday November 15,concise,short
DATE,What is the date of your next blood test? Provide a date.,['Date'],The next blood test will be on February 1st,explanatory,short
DATE,What is the date of your next physician consultation? Provide a date.,['Date'],Ill be there on Friday,verbose,short
DATE,What is the date of your next physician consultation? Provide a date.,['Date'],Ill be there on Friday,colloquial,short
DATE,What is the date of your next physician consultation? Provide a date.,['Date'],Ill be in the office on Friday,explanatory,short
DATE,What is the date of your next scheduled check-up? Provide a date.,['Date'],I will be in for a checkup on Friday,verbose,short
DATE,What is the date of your next scheduled check-up? Provide a date.,['Date'],Ill be in for a checkup on Friday,concise,short
DATE,What is the date of your next scheduled check-up? Provide a date.,['Date'],Im scheduled for a checkup on Friday,colloquial,short
DATE,What is the date of your next scheduled check-up? Provide a date.,['Date'],Im scheduled for a checkup on Friday,explanatory,short
DATE,What is the date of your next scheduled check-up? Provide a date.,['Date'],Ill be in for a checkup on Friday,annoyed,short
DATE,What is the date of your next scheduled maintenance?,['Date'],Ill be out of town on Friday,verbose,short
DATE,What is the date of your next scheduled maintenance?,['Date'],The next maintenance will be on Friday,concise,short
DATE,What is the date of your next scheduled maintenance?,['Date'],Ill be out of town on Friday,colloquial,short
DATE,What is the date of your next scheduled maintenance?,['Date'],The next maintenance will be on Monday May 29th,explanatory,short
DATE,What is the date of your next scheduled maintenance?,['Date'],Ill be in the office until the end of the month,annoyed,short
DATE,What is the date of your next scheduled therapy session? Provide a date.,['Date'],Ill be there on Friday,verbose,short
DATE,What is the date of your next scheduled therapy session? Provide a date.,['Date'],Ill be there on Friday,concise,short
DATE,What is the date of your next scheduled therapy session? Provide a date.,['Date'],Ill be there on Friday,colloquial,short
DATE,What is the date of your next scheduled therapy session? Provide a date.,['Date'],Im scheduled to be there on Friday,explanatory,short
DATE,What is the date of your next scheduled therapy session? Provide a date.,['Date'],Ill be in for a therapy session on Friday,annoyed,short
DATE,What is the date of your next software update? Provide a date.,['Date'],The software update date is October 30 2018,colloquial,short
DATE,What is the date of your surgery? Provide a date.,['Date'],I had my surgery on March 15 2018,verbose,short
DATE,What is the date of your surgery? Provide a date.,['Date'],I had my surgery on May 2001,concise,short
DATE,What is the date of your surgery? Provide a date.,['Date'],Im going to have my surgery on Friday,colloquial,short
DATE,What is the date of your surgery? Provide a date.,['Date'],Ill be back in a few days,annoyed,short
DATE,What is the delivery date? Provide a date.,['Date'],The delivery date is November 1 2018,verbose,short
DATE,What is the delivery date? Provide a date.,['Date'],The delivery date is October 31st,concise,short
DATE,What is the delivery date? Provide a date.,['Date'],The delivery date is January 15 2019,colloquial,short
DATE,What is the delivery date? Provide a date.,['Date'],The delivery date is January 1 2020,explanatory,short
DATE,What is the delivery date? Provide a date.,['Date'],I dont know I dont know I dont know,annoyed,short
DATE,What is the due date for payment? Provide a date.,['Date'],The due date for payment is December 31 2018,verbose,short
DATE,What is the due date for payment? Provide a date.,['Date'],The due date for payment is December 31 2018,concise,short
DATE,What is the due date for payment? Provide a date.,['Date'],The due date for payment is December 31st,colloquial,short
DATE,What is the due date for payment? Provide a date.,['Date'],The due date for payment is December 31 2018,explanatory,short
DATE,What is the due date for payment? Provide a date.,['Date'],The due date for payment is March 30 2019,annoyed,short
DATE,What is the end date of your subscription? Provide a date.,['Date'],Its December 31st,concise,short
DATE,What is the expected date of project sign-off? Provide a date.,['Date'],The project will be signed off on January 1 2020,explanatory,short
DATE,What is the expected date of your recovery? Provide a date.,['Date'],I will be able to recover in a few days,verbose,short
DATE,What is the expected date of your recovery? Provide a date.,['Date'],I will be able to return to work in a few days,concise,short
DATE,What is the expected date of your recovery? Provide a date.,['Date'],I will be able to recover by the end of the month,colloquial,short
DATE,What is the expected date of your recovery? Provide a date.,['Date'],I will be able to return to work in a few days,explanatory,short
DATE,What is the expected date of your recovery? Provide a date.,['Date'],Ill be back in the hospital in a few days,annoyed,short
DATE,What is the expiration date of the coupon? Provide a date.,['Date'],The coupon expires on March 30 2020,concise,short
DATE,What is the expiration date of the coupon? Provide a date.,['Date'],The coupon expires on January 30 2020,colloquial,short
DATE,What is the expiration date of the coupon? Provide a date.,['Date'],The coupon expires on December 31 2018,explanatory,short
